id,code,short_name,short_name_spelling,full_name,list_status_id,list_status,issuer,company_code,issue_start_date,issue_end_date,plan_raise_fund,actual_raise_fund,issue_par,issue_price,is_guarantee,fund_raising_purposes,list_declare_date,convert_price_reason,convert_price,convert_start_date,convert_end_date,convert_code,coupon,exchange_code,exchange,currency_id,coupon_type_id,coupon_type,coupon_frequency,payment_type_id,payment_type,par,repayment_period,bond_type_id,bond_type,bond_form_id,bond_form,list_date,delist_Date,interest_begin_date,maturity_date,interest_date,last_cash_date,cash_comment
205,127006,敖东转债,ADZZ,吉林敖东药业集团股份有限公司公开发行可转换公司债券,301001,正常上市,吉林敖东药业集团股份有限公司,000623.XSHE,2018-03-13,2018-03-13,241300.0,241300.0,100,100.0,0,投资项目、补充流动资金项目,2018-05-10,本次发行的可转换公司债券的初始转股价格为21.12元/股，不低于募集说明书公告日前二十个交易日公司A股股票交易均价（若在该二十个交易日内发生过因除权、除息引起股价调整的情形，则对调整前交易日的收盘价按经过相应除权、除息调整后的价格计算）和前一个交易日公司A股股票交易均价。,21.12,2018-09-19,2024-03-13,000623,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-05-11,2024-03-13,2018-03-13,2024-03-13,03-13,2024-03-13,
206,128037,岩土转债,YTZZ,中化岩土集团股份有限公司公开发行可转换公司债券,301001,正常上市,中化岩土集团股份有限公司,002542.XSHE,2018-03-15,2018-03-15,60366.0,60366.0,100,100.0,0,工程设备购置项目；浙江安吉通用航空机场配套产业项目,2018-04-23,本次发行的可转债的初始转股价格为8.05元/股，不低于募集说明书公告日前20个交易日公司股票交易均价（若在该20个交易日内发生过因除权、除息引起股价调整的情形，则对调整前交易日的交易均价按经过相应除权、除息调整后的价格计算）和前一个交易日均价。,8.05,2018-09-21,2024-03-15,002542,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-04-25,2024-03-15,2018-03-15,2024-03-15,03-15,2024-03-15,
207,128038,利欧转债,LOZZ,利欧集团股份有限公司公开发行可转换公司债券,301006,终止上市,利欧集团股份有限公司,002131.XSHE,2018-03-22,2018-03-22,219754.75,219754.75,100,100.0,0,本次发行募集资金总额拟投向：数字营销云平台建设项目、大数据加工和应用中心建设项目、数字化广告交易平台建设项目、收购上海漫酷15%股权及支付前期尾款、泵（电机）智能制造基地技术改造项目。,2018-04-17,初始转股价格：2.76元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）。,2.76,2018-09-28,2024-03-22,002131,,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-04-19,2020-04-09,2018-03-22,2020-03-31,03-22,2020-03-31,
208,113506,鼎信转债,DXZZ,青岛鼎信通讯股份有限公司公开发行可转换公司债券,301006,终止上市,青岛鼎信通讯股份有限公司,603421.XSHG,2018-04-16,2018-04-16,60000.0,60000.0,100,100.0,0,本次可转债募集资金总额6亿元，扣除发行费用后，将全部用于青岛鼎信通讯科技产业园建设项目,2018-05-10,本次可转债的初始转股价格为21.86元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价（若在该二十个交易日内发生过因除权、除息引起股价调整的情形，则对调整前交易日的交易价格按经过相应除权、除息调整后的价格计算）和前一个交易日公司股票交易均价。,21.86,2018-10-20,2024-04-15,603421,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-05-14,2019-05-08,2018-04-16,2019-04-29,04-16,2019-04-29,
209,113507,天马转债,TMZZ,福建天马科技集团股份有限公司公开发行可转换公司债券,301006,终止上市,福建天马科技集团股份有限公司,603668.XSHG,2018-04-17,2018-04-17,30500.0,30500.0,100,100.0,1,本次发行募集资金总额不超过3.05亿元，扣除发行费用后全部用于特种水产配合饲料生产项目（三期）,2018-05-03,本次发行的可转债的初始转股价格为11.04元/股，不低于募集说明书公告日前20个交易日公司A股股票交易均价（若在该20个交易日内发生过因除权、除息引起股价调整的情形，则对调整前交易日的交易均价按经过相应除权、除息调整后的价格计算）和前一个交易日公司A股股票交易均价。,11.04,2018-10-23,2024-04-16,603668,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-05-07,2019-11-19,2018-04-17,2019-11-19,04-17,2019-11-19,
210,113508,新凤转债,XFZZ,新凤鸣集团股份有限公司公开发行可转换公司债券,301006,终止上市,新凤鸣集团股份有限公司,603225.XSHG,2018-04-26,2018-04-26,215300.0,215300.0,100,100.0,0,"本次发行的募集资金总额为人民币215,300.00万元，扣除发行费用后，募集资金净额拟投入项目",2018-05-12,本次发行的可转债的初始转股价格为23.74元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价（若在该二十个交易日内发生过因除权、除息引起股价调整的情形，则对调整前交易日的交易均价按经过相应除权、除息调整后的价格计算）和前一个交易日均价。,23.74,2018-11-05,2024-04-25,603225,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-05-16,2021-09-01,2018-04-26,2021-09-01,04-26,2021-09-01,
211,113509,新泉转债,XQZZ,江苏新泉汽车饰件股份有限公司公开发行可转换公司债券,301006,终止上市,江苏新泉汽车饰件股份有限公司,603179.XSHG,2018-06-04,2018-06-04,45000.0,45000.0,100,100.0,1,"本次发行的可转换公司债券总额为人民币45,000万元，扣除发行费用后将全部用于以下项目：常州生产制造基地扩建项目、长沙生产制造基地建设项目。",2018-06-20,本次发行的可转债的初始转股价格为25.34元/股，不低于募集说明书公告日前20个交易日发行人股票交易均价和前1个交易日发行人股票交易均价,25.34,2018-12-10,2024-06-03,603179,0.3,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-06-22,2021-08-18,2018-06-04,2021-08-18,06-04,2021-08-18,
212,128039,三力转债,SLZZ,三力士股份有限公司公开发行可转换公司债券,301001,正常上市,三力士股份有限公司,002224.XSHE,2018-06-08,2018-06-08,62000.0,62000.0,100,100.0,0,"本次发行的募集资金总额不超过人民币62,000万元，扣除发行费用后将投资于以下项目：年产150台智能化无人潜水器新建项目、智能仓储配送中心建设项目、全自动控制系统项目",2018-06-27,初始转股价格为7.38元/股（不低于募集说明书公布日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）,7.38,2018-12-14,2024-06-07,002224,0.3,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-06-29,2024-06-08,2018-06-08,2024-06-08,06-08,2024-06-08,
213,128040,华通转债,HTZZ,浙江华通医药股份有限公司公开发行可转换公司债券,301001,正常上市,浙农集团股份有限公司,002758.XSHE,2018-06-14,2018-06-14,22400.0,22400.0,100,100.0,1,本次发行募集资金总额拟投向：年产10000吨中药饮片扩建项目、技术研发中心项目。,2018-07-12,初始转股价格：11.45元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）。,11.45,2018-12-21,2024-06-13,002758,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-07-13,2024-06-14,2018-06-14,2024-06-14,06-14,2024-06-14,
214,113510,再升转债,ZSZZ,重庆再升科技股份有限公司公开发行可转换公司债券,301006,终止上市,重庆再升科技股份有限公司,603601.XSHG,2018-06-19,2018-06-19,11400.0,11400.0,100,100.0,1,年产4.8万台民用/商用/集体防护空气净化单元建设项目,2018-07-11,11.32元/股，本次发行的可转债初始转股价格不低于募集说明书公告日前二十个交易日公司股票交易均价（若在该二十个交易日内发生过因除权、除息引起股价调整的情形，则对调整前交易日的收盘价按经过相应除权、除息调整后的价格计算）和前一个交易日公司股票交易均价。,11.32,2018-12-25,2024-06-18,603601,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-07-13,2020-03-25,2018-06-19,2020-03-25,06-19,2020-03-25,
215,113511,千禾转债,QHZZ,千禾味业食品股份有限公司公开发行可转换公司债券,301006,终止上市,千禾味业食品股份有限公司,603027.XSHG,2018-06-20,2018-06-20,35600.0,35600.0,100,100.0,1,年产25万吨酿造酱油、食醋生产线扩建项目,2018-07-06,25.86元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价。,25.86,2018-12-26,2024-06-19,603027,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-07-10,2020-05-29,2018-06-20,2020-05-29,06-20,2020-05-29,
216,110044,广电转债,GDZZ,陕西广电网络传媒(集团)股份有限公司公开发行可转换公司债券,301001,正常上市,陕西广电网络传媒(集团)股份有限公司,600831.XSHG,2018-06-27,2018-06-27,80000.0,80000.0,100,100.0,0,“秦岭云”融合业务系统建设项目,2018-07-20,初始转股价格：6.91元/股（不低于募集说明书公告日前20个交易日发行人股票交易均价和前1个交易日发行人股票交易均价）。,6.91,2019-01-03,2024-06-27,600831,0.4,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-07-24,2024-06-27,2018-06-27,2024-06-27,06-27,2024-06-27,
217,127007,湖广转债,HGZZ,湖北省广播电视信息网络股份有限公司公开发行可转换公司债券,301001,正常上市,湖北省广播电视信息网络股份有限公司,000665.XSHE,2018-06-28,2018-06-28,173359.2,173359.2,100,100.0,0,下一代广电网双向宽带化改造项目、电视互联网云平台建设项目,2018-07-31,10.16元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价,10.16,2019-01-04,2024-06-28,000665,0.5,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-08-01,2024-06-28,2018-06-28,2024-06-28,06-28,2024-06-28,
218,123010,博世转债,BSZZ,广西博世科环保科技股份有限公司公开发行可转换公司债券,301001,正常上市,广西博世科环保科技股份有限公司,300422.XSHE,2018-07-05,2018-07-05,43000.0,43000.0,100,100.0,0,南宁市城市内河黑臭水体治理工程PPP项目,2018-08-13,初始转股价格：14.30元/股，不低于募集说明书公告日前20个交易日公司A股股票交易均价和前一交易日均价。,14.3,2019-01-11,2024-07-05,300422,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-08-14,2024-07-05,2018-07-05,2024-07-05,07-05,2024-07-05,
219,113512,景旺转债,JWZZ,深圳市景旺电子股份有限公司公开发行可转换公司债券,301006,终止上市,深圳市景旺电子股份有限公司,603228.XSHG,2018-07-06,2018-07-06,97800.0,97800.0,100,100.0,0,江西景旺精密电路有限公司高密度、多层、柔性及金属基电路板产业化项目（二期）,2018-07-20,初始转股价格为50.01元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价。,50.01,2019-01-14,2024-07-05,603228,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-07-24,2019-04-30,2018-07-06,2019-04-24,07-06,2019-04-24,
220,113513,安井转债,AJZZ,福建安井食品股份有限公司公开发行可转换公司债券,301006,终止上市,安井食品集团股份有限公司,603345.XSHG,2018-07-12,2018-07-12,50000.0,50000.0,100,100.0,0,用于年产15万吨速冻食品生产线建设项目,2018-07-27,本次发行的可转换公司债券初始转股价格为35.46元/股；不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价。,35.46,2019-01-18,2024-07-11,603345,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-07-31,2019-07-05,2018-07-12,2019-07-05,07-12,2019-07-05,
221,110045,海澜转债,HLZZ,海澜之家股份有限公司公开发行可转换公司债券,301001,正常上市,海澜之家集团股份有限公司,600398.XSHG,2018-07-13,2018-07-13,300000.0,300000.0,100,100.0,0,产业链信息化升级项目，物流园区建设项目，爱居兔研发办公大楼建设项目,2018-07-27,初始转股价格：12.40元/股，不低于募集说明书公告日前二十个交易日公司A股股票交易均价和前一个交易日公司A股股票交易均价。,12.4,2019-01-21,2024-07-12,600398,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-07-31,2024-07-13,2018-07-13,2024-07-13,07-13,2024-07-13,
222,128041,盛路转债,SLZZ,广东盛路通信科技股份有限公司公开发行可转换公司债券,301001,正常上市,广东盛路通信科技股份有限公司,002446.XSHE,2018-07-17,2018-07-17,100000.0,100000.0,100,100.0,0,盛路通信智能通信天线研发与生产中心建设项目、合正电子智能制造基地建设项目、合正电子研发中心建设项目、南京恒电微波信号模拟技术中心及环境试验与测试中心建设项目,2018-08-13,初始转股价格：6.88元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价。,6.88,2019-01-23,2024-07-16,002446,0.5,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-08-14,2024-07-17,2018-07-17,2024-07-17,07-17,2024-07-17,
223,123011,德尔转债,DEZZ,阜新德尔汽车部件股份有限公司公开发行可转换公司债券,301001,正常上市,阜新德尔汽车部件股份有限公司,300473.XSHE,2018-07-18,2018-07-18,56470.66,56470.66,100,100.0,0,年新增50万台电液泵项目（二期45万台电液泵）、年新增100万台汽车自动变速箱油泵项目,2018-08-13,初始转股价格：35.26元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价。,35.26,2019-01-24,2024-07-18,300473,0.5,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-08-14,2024-07-18,2018-07-18,2024-07-18,07-18,2024-07-18,
224,123012,万顺转债,WSZZ,汕头万顺包装材料股份有限公司公开发行可转换公司债券,301001,正常上市,汕头万顺新材集团股份有限公司,300057.XSHE,2018-07-20,2018-07-20,95000.0,95000.0,100,100.0,0,高阻隔膜材料生产基地建设项目；补充流动资金。,2018-08-27,初始转股价格为6.47元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价。,6.47,2019-01-28,2024-07-20,300057,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-08-29,2024-07-20,2018-07-20,2024-07-20,07-20,2024-07-20,
225,113514,威帝转债,WDZZ,哈尔滨威帝电子股份有限公司公开发行可转换公司债券,301006,终止上市,哈尔滨威帝电子股份有限公司,603023.XSHG,2018-07-20,2018-07-20,20000.0,20000.0,100,100.0,1,威帝云总线车联网服务平台项目,2018-08-09,可转换公司债券初始转股价格为5.92元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价。,5.92,2019-01-28,2023-07-19,603023,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2018-08-13,2020-08-31,2018-07-20,2020-08-31,07-20,2020-08-31,
226,113515,高能转债,GNZZ,北京高能时代环境技术股份有限公司公开发行可转换公司债券,301006,终止上市,北京高能时代环境技术股份有限公司,603588.XSHG,2018-07-26,2018-07-26,84000.0,84000.0,100,100.0,0,"邵阳市污泥集中处置工程BOT项目一期工程,贺州生活垃圾焚烧发电厂项目一期工程,和田生活垃圾焚烧PPP项目一期工程,泗洪生活垃圾焚烧发电厂项目一期工程 ,苏州溶剂厂污染场地治理项目",2018-08-23,初始转股价格为9.38元/股，不低于募集说明书公告日9前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价。,9.38,2019-02-01,2024-07-25,603588,0.4,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-08-27,2020-06-18,2018-07-26,2020-06-18,07-26,2020-06-18,
227,123013,横河转债,HHZZ,宁波横河模具股份有限公司公开发行可转换公司债券,301001,正常上市,宁波横河精密工业股份有限公司,300539.XSHE,2018-07-26,2018-07-26,14000.0,14000.0,100,100.0,0,新建年产500万件汽车功能件、汽车照明、汽车高端内饰件、汽车高端外饰件,2018-08-15,初始转股价格：9.26元/股，不低于募集说明书公告日前20个交易日公司A股股票交易均价和前一个交易日均价。,9.26,2019-02-01,2024-07-26,300539,0.5,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-08-20,2024-07-26,2018-07-26,2024-07-26,07-26,2024-07-26,
228,123014,凯发转债,KFZZ,天津凯发电气股份有限公司公开发行可转换公司债券,301001,正常上市,天津凯发电气股份有限公司,300407.XSHE,2018-07-27,2018-07-27,34989.48,34989.48,100,100.0,0,接触网设计及安装调试能力升级和关键零部件生产扩建项目；城市轨道交通直流牵引供电智能控制设备与系统升级产业化项目；轨道交通牵引供电关键装备技术研发平台建设项目,2018-08-17,初始转股价格为8.15元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价之间较高者。,8.15,2019-02-11,2023-07-27,300407,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2018-08-21,2023-07-27,2018-07-27,2023-07-27,07-27,2023-07-27,
229,128042,凯中转债,KZZZ,深圳市凯中精密技术股份有限公司公开发行可转换公司债券,301001,正常上市,深圳市凯中精密技术股份有限公司,002823.XSHE,2018-07-30,2018-07-30,41600.0,41600.0,100,100.0,1,汽车轻量化及汽车电控、电池零组件扩产项目；换向器和集电环生产线技术改造建设项目；动力电池组件及连接器生产线建设项目；信息化系统建设项目。,2018-08-29,初始转股价格：13.25元/股，不低于募集说明书公告日前二十个交易日公司A股股票交易均价和前一个交易日公司A股股票交易均价。,13.25,2019-02-03,2024-07-30,002823,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-09-03,2024-07-30,2018-07-30,2024-07-30,07-30,2024-07-30,
230,113516,苏农转债,SNZZ,江苏吴江农村商业银行股份有限公司公开发行可转换公司债券,301001,正常上市,江苏苏州农村商业银行股份有限公司,603323.XSHG,2018-08-02,2018-08-02,250000.0,250000.0,100,100.0,0,支持未来业务发展,2018-08-16,本次发行的可转换公司债券的初始转股价格为6.34元/股，不低于募集说明书公告之日前二十个交易日吴江银行A股股票交易均价（若在该二十个交易日内发生过因除权、除息引起股价调整的情形，则对调整前交易日的交易价按经过相应除权、除息调整后的价格计算）和前一个交易日吴江银行A股股票交易均价,6.34,2019-02-11,2024-08-01,603323,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-08-20,2024-08-02,2018-08-02,2024-08-02,08-02,2024-08-02,
231,128043,东音转债,DYZZ,浙江东音泵业股份有限公司公开发行可转换公司债券,301006,终止上市,罗欣药业集团股份有限公司,002793.XSHE,2018-08-02,2018-08-02,28132.0,28132.0,100,100.0,1,年产200万台潜水泵项目,2018-08-24,初始转股价格为13.47元/股，不低于募集说明书公告日前20个交易日公司A股股票交易均价和前1个交易日公司A股股票交易均价。,13.47,2019-02-08,2024-08-02,002793,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-08-27,2020-11-03,2018-08-02,2020-11-03,08-02,2020-11-03,
232,113517,曙光转债,SGZZ,曙光信息产业股份有限公司公开发行可转换公司债券,301006,终止上市,曙光信息产业股份有限公司,603019.XSHG,2018-08-06,2018-08-06,112000.0,112000.0,100,100.0,0,统一架构分布式存储系统,2018-08-21,本次发行的可转债的初始转股价格为51.28元/股，不低于募集说明书公告日前二十个交易日公司A股股票交易均价（若在该二十个交易日内发生过因除权、除息引起股价调整的情形，则对调整前交易日的收盘价按经过相应除权、除息调整后的价格计算）和前一个交易日公司A股股票交易均价。,51.28,2019-02-11,2024-08-06,603019,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-08-23,2020-03-31,2018-08-06,2020-03-31,08-06,2020-03-31,
233,123015,蓝盾转债,LDZZ,蓝盾信息安全技术股份有限公司公开发行可转换公司债券,301001,正常上市,蓝盾信息安全技术股份有限公司,300297.XSHE,2018-08-13,2018-08-13,53800.0,53800.0,100,100.0,0,蓝盾大安全研发与产业化基地；补充流动资金。,2018-09-11,初始转股价格为7.89元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价之间较高者。,7.89,2019-02-18,2024-08-13,300297,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-09-13,2024-08-13,2018-08-13,2024-08-13,08-13,2024-08-13,
234,128044,岭南转债,LNZZ,岭南生态文旅股份有限公司公开发行可转换公司债券,301001,正常上市,岭南生态文旅股份有限公司,002717.XSHE,2018-08-14,2018-08-14,66000.0,66000.0,100,100.0,0,乳山市城市绿化景观建设及提升改造PPP项目、邻水县御临河关门石至曹家滩及其支流综合整治PPP项目。,2018-09-03,初始转股价格为10.70元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价之间较高者。,10.7,2019-02-20,2024-08-14,002717,0.3,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-09-04,2024-08-14,2018-08-14,2024-08-14,08-14,2024-08-14,
235,128045,机电转债,JDZZ,中航工业机电系统股份有限公司公开发行可转换公司债券,301006,终止上市,中航工业机电系统股份有限公司,002013.XSHE,2018-08-27,2018-08-27,210000.0,210000.0,100,100.0,1,收购新乡航空工业（集团）有限公司和宜宾三江机械有限公司100%股权；贵州枫阳液压电磁阀扩大生产；贵阳航空电机航空电源生产能力提升；四川凌峰航空液压机械航空液压作动器制造与维修能力提升等项目；补充流动资金。,2018-09-13,初始转股价格：7.66元/股，不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价。,7.66,2019-02-28,2024-08-27,002013,0.2,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-09-14,2020-09-11,2018-08-27,2020-09-11,08-27,2020-09-11,
236,113518,顾家转债,GJZZ,顾家家居股份有限公司公开发行可转换公司债券,301006,终止上市,顾家家居股份有限公司,603816.XSHG,2018-09-12,2018-09-12,109731.0,109731.0,100,100.0,0,年产80万标准套软体家具项目（一期）套软体家具项目（一期） ,2018-09-28,次发行可转债的初始转股价格为52.38元/股，不低于募集说明书公告日前二十个交易日公司A股股票交易均价（若在该二十个交易日内发生过因除权、除息引起股价调整的情形，则对调整前交易日的收盘价按经过相应除权、除息调整后的价格计算）和前一个交易日公司A股股票交易均价。,52.38,2019-03-18,2024-09-11,603816,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-10-09,2020-08-28,2018-09-12,2020-08-28,09-12,2020-08-28,
237,128046,利尔转债,LEZZ,利尔化学股份有限公司公开发行可转换公司债券,301001,正常上市,利尔化学股份有限公司,002258.XSHE,2018-10-17,2018-10-17,85200.0,85200.0,100,100.0,0,"年产10,000吨草铵膦原药生产线及配套设施建设项目；年产1,000吨氟环唑原药生产线及配套设施建设项目；年产1,000吨丙炔氟草胺原药生产线及配套设施建设项目。",2018-11-08,初始转股价格：18.82元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）,18.82,2019-04-23,2024-10-17,002258,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-11-09,2024-10-17,2018-10-17,2024-10-17,10-17,2024-10-17,
238,128047,光电转债,GDZZ,中航光电科技股份有限公司公开发行可转换公司债券,301006,终止上市,中航光电科技股份有限公司,002179.XSHE,2018-11-05,2018-11-05,130000.0,130000.0,100,100.0,0,1、中航光电新技术产业基地项目；2光电产业基地项目（二期）；3、补充流动资金,2018-12-06,初始转股价格：40.26元/股（不低于募集说明书公告日前二十个交易日公司A股股票交易均价和前一个交易日公司A股股票交易均价）。,40.26,2019-05-09,2024-11-05,002179,0.2,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-12-07,2019-11-07,2018-11-05,2019-10-30,11-05,2019-10-30,
239,123016,洲明转债,ZMZZ,深圳市洲明科技股份有限公司公开发行可转换公司债券,301006,终止上市,深圳市洲明科技股份有限公司,300232.XSHE,2018-11-07,2018-11-07,54803.46,54803.46,100,100.0,0,1、合同能源管理项目；2、LED显示屏研发中心升级项目；3、LED小间距显示屏产能升级项目；4、收购股权项目以及补充流动资金,2018-11-30,初始转股价格：9.45元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）。,9.45,2019-05-13,2024-11-07,300232,0.5,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-12-03,2020-03-20,2018-11-07,2020-03-12,11-07,2020-03-12,
240,113519,长久转债,ZJZZ,北京长久物流股份有限公司公开发行可转换公司债券,301001,正常上市,北京长久物流股份有限公司,603569.XSHG,2018-11-07,2018-11-07,70000.0,70000.0,100,100.0,0,1、沈阳长久产业园项目；2、长久滁州汽车供应链物流基地项目；3、购置4艘商品车滚装船；4、补充流动资金,2018-11-30,初始转股价格：11.99元/股（不低于募集说明书公告日前20个交易日公司A股股票交易均价和前一个交易日公司股票交易均价）。,11.99,2019-05-13,2024-11-06,603569,0.2,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-11-30,2024-11-07,2018-11-07,2024-11-07,11-07,2024-11-07,
241,113520,百合转债,BHZZ,梦百合家居科技股份有限公司公开发行可转换公司债券,301006,终止上市,梦百合家居科技股份有限公司,603313.XSHG,2018-11-08,2018-11-08,51000.0,51000.0,100,100.0,0,1、智能仓储中心建设项目；2、功能家具研发及产业化项目；3、综合楼项目。,2018-11-22,初始转股价格：19.03元/股（不低于募集说明书公告日前二十个交易日公司A股股票交易均价和前一个交易日公司A股股票交易均价）,19.03,2019-05-14,2024-11-07,603313,,705001,上交所,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-11-26,2021-01-07,2018-11-08,2021-01-07,11-08,2021-01-07,
242,128048,张行转债,ZHZZ,江苏张家港农村商业银行股份有限公司公开发行可转换公司债券,301001,正常上市,江苏张家港农村商业银行股份有限公司,002839.XSHE,2018-11-12,2018-11-12,250000.0,250000.0,100,100.0,0,本次发行可转债的募集资金将用于支持未来业务发展，在可转债转股后按照相关监管要求用于补充本行核心一级资本。,2018-11-28,初始转股价格：6.06元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）。,6.06,2019-05-16,2024-11-12,002839,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,72,703013,可转债,704001,记账式,2018-11-29,2024-11-12,2018-11-12,2024-11-12,11-12,2024-11-12,
243,127008,特发转债,TFZZ,深圳市特发信息股份有限公司公开发行可转换公司债券,301006,终止上市,深圳市特发信息股份有限公司,000070.XSHE,2018-11-16,2018-11-16,41940.0,41940.0,100,100.0,0,特发信息厂房建设及光纤子公司扩产项目、特发东智扩产及产线智能化升级项目、成都傅立叶测控地面站数据链系统项目,2018-12-21,初始转股价格：6.78元/股（不低于募集说明书公告日前二十个交易日公司股票交易均价和前一个交易日公司股票交易均价）。,6.78,2019-05-22,2023-11-16,000070,0.4,705002,深交所主板,人民币,701003,递进利率,12,702002,按年付息,100.0,60,703013,可转债,704001,记账式,2018-12-25,2021-03-05,2018-11-16,2021-03-05,11-16,2021-03-05,
